"","X","Date","Count","Hour","Temp","Humidity","Wind_speed","Visibility","Dew_Point","Solar_Radiation","Rainfall","Snowfall","Seasons","Holiday","Functioning","demand"
"1623",1623,"23/02/2018",295,20,6.4,77,2.8,316,2.6,0,0,0,"Winter","No Holiday","Yes",1
"1624",1624,"23/02/2018",304,13,6.7,64,2,241,0.3,1.94,0,0.6,"Winter","No Holiday","Yes",1
"1625",1625,"23/02/2018",312,14,7.8,57,2.1,277,-0.2,1.39,0,0,"Winter","No Holiday","Yes",1
"1626",1626,"23/02/2018",312,15,8.2,62,0.6,291,1.3,1.22,0,0,"Winter","No Holiday","Yes",1
"1627",1627,"23/02/2018",321,21,6,79,2.7,306,2.6,0,0,0,"Winter","No Holiday","Yes",1
"1628",1628,"23/02/2018",354,16,8.3,60,2.7,354,0.9,0.36,0,0,"Winter","No Holiday","Yes",1
"1629",1629,"23/02/2018",391,8,-0.2,97,0.4,197,-0.6,0.05,0,3.7,"Winter","No Holiday","Yes",1
"1630",1630,"23/02/2018",421,19,6.9,73,3.7,369,2.3,0,0,0,"Winter","No Holiday","Yes",1
"1631",1631,"23/02/2018",470,17,7.9,68,4.2,352,2.3,0.27,0,0,"Winter","No Holiday","Yes",1
"1632",1632,"23/02/2018",669,18,7.5,70,5,374,2.3,0.08,0,0,"Winter","No Holiday","Yes",1
"1633",1633,"23/12/2017",59,5,5,81,1.2,425,2,0,0,0,"Winter","No Holiday","Yes",0
"1634",1634,"23/12/2017",63,6,5.1,81,1.3,375,2.1,0,0,0,"Winter","No Holiday","Yes",0
"1635",1635,"23/12/2017",99,7,5.1,82,0.7,334,2.2,0,0,0,"Winter","No Holiday","Yes",0
"1636",1636,"23/12/2017",120,4,5.3,79,0.9,506,1.9,0,0,0,"Winter","No Holiday","Yes",1
"1637",1637,"23/12/2017",188,8,5.1,83,0.9,297,2.4,0,0,0,"Winter","No Holiday","Yes",1
"1638",1638,"23/12/2017",230,3,5.4,77,1.6,583,1.6,0,0,0,"Winter","No Holiday","Yes",1
"1639",1639,"23/12/2017",235,10,5.4,82,1.2,215,2.5,0.13,0,0,"Winter","No Holiday","Yes",1
"1640",1640,"23/12/2017",237,23,5.5,80,0.6,185,2.3,0,0,0,"Winter","No Holiday","Yes",1
"1641",1641,"23/12/2017",239,9,5.2,84,0.7,226,2.7,0.03,0,0,"Winter","No Holiday","Yes",1
"1642",1642,"23/12/2017",258,20,5.9,75,1.5,222,1.7,0,0,0,"Winter","No Holiday","Yes",1
"1643",1643,"23/12/2017",260,19,6,76,1.1,219,2,0,0,0,"Winter","No Holiday","Yes",1
"1644",1644,"23/12/2017",279,21,5.6,77,0.9,212,1.8,0,0,0,"Winter","No Holiday","Yes",1
"1645",1645,"23/12/2017",282,0,5.8,75,1.9,788,1.7,0,0,0,"Winter","No Holiday","Yes",1
"1646",1646,"23/12/2017",282,11,5.7,81,1.1,192,2.6,0.18,0,0,"Winter","No Holiday","Yes",1
"1647",1647,"23/12/2017",282,22,5.3,79,0.6,200,1.9,0,0,0,"Winter","No Holiday","Yes",1
"1648",1648,"23/12/2017",312,2,5.6,76,1.6,641,1.6,0,0,0,"Winter","No Holiday","Yes",1
"1649",1649,"23/12/2017",325,12,7,72,1.9,246,2.2,0.64,0,0,"Winter","No Holiday","Yes",1
"1650",1650,"23/12/2017",337,1,5.7,75,1.7,706,1.6,0,0,0,"Winter","No Holiday","Yes",1
"1651",1651,"23/12/2017",340,18,6.6,73,0.4,229,2,0,0,0,"Winter","No Holiday","Yes",1
"1652",1652,"23/12/2017",405,14,8.6,63,1.6,263,1.9,0.72,0,0,"Winter","No Holiday","Yes",1
"1653",1653,"23/12/2017",423,13,7.7,68,1,249,2.1,0.58,0,0,"Winter","No Holiday","Yes",1
"1654",1654,"23/12/2017",443,15,8.6,64,1.5,269,2.1,0.57,0,0,"Winter","No Holiday","Yes",1
"1655",1655,"23/12/2017",453,17,7.7,67,0.9,264,1.9,0.11,0,0,"Winter","No Holiday","Yes",1
"1656",1656,"23/12/2017",473,16,8.2,64,1,281,1.7,0.32,0,0,"Winter","No Holiday","Yes",1
"1657",1657,"24/01/2018",24,4,-15.4,30,2.5,2000,-29.1,0,0,0.9,"Winter","No Holiday","Yes",0
"1658",1658,"24/01/2018",32,3,-15.2,30,3.4,2000,-28.9,0,0,0.9,"Winter","No Holiday","Yes",0
"1659",1659,"24/01/2018",34,5,-15.6,29,3.7,2000,-29.6,0,0,0.9,"Winter","No Holiday","Yes",0
"1660",1660,"24/01/2018",50,2,-15.2,32,3.1,2000,-28.2,0,0,0.9,"Winter","No Holiday","Yes",0
"1661",1661,"24/01/2018",71,6,-15.7,29,2.5,2000,-29.7,0,0,0.9,"Winter","No Holiday","Yes",0
"1662",1662,"24/01/2018",82,23,-15.7,43,3.6,2000,-25.4,0,0,0.7,"Winter","No Holiday","Yes",0
"1663",1663,"24/01/2018",89,1,-15,31,2.5,2000,-28.3,0,0,0.9,"Winter","No Holiday","Yes",0
"1664",1664,"24/01/2018",90,0,-14.6,34,3.9,2000,-27,0,0,0.9,"Winter","No Holiday","Yes",0
"1665",1665,"24/01/2018",90,10,-14.5,24,4.6,1902,-30.6,0.61,0,0.9,"Winter","No Holiday","Yes",0
"1666",1666,"24/01/2018",121,12,-12.2,26,4,2000,-27.8,1.17,0,0.9,"Winter","No Holiday","Yes",1
"1667",1667,"24/01/2018",121,22,-15.2,45,4,2000,-24.4,0,0,0.7,"Winter","No Holiday","Yes",1
"1668",1668,"24/01/2018",124,11,-13.1,25,3.8,1964,-29,0.96,0,0.9,"Winter","No Holiday","Yes",1
"1669",1669,"24/01/2018",124,16,-11.2,30,4.7,2000,-25.3,0.77,0,0.7,"Winter","No Holiday","Yes",1
"1670",1670,"24/01/2018",125,14,-11.1,26,3.8,1980,-26.8,1.25,0,0.8,"Winter","No Holiday","Yes",1
"1671",1671,"24/01/2018",125,20,-14.3,37,1.3,2000,-25.8,0,0,0.7,"Winter","No Holiday","Yes",1
"1672",1672,"24/01/2018",132,21,-14.7,40,3.2,1933,-25.3,0,0,0.7,"Winter","No Holiday","Yes",1
"1673",1673,"24/01/2018",140,13,-12,25,6,1887,-28,1.27,0,0.9,"Winter","No Holiday","Yes",1
"1674",1674,"24/01/2018",149,15,-10.8,29,3.8,2000,-25.4,1.06,0,0.7,"Winter","No Holiday","Yes",1
"1675",1675,"24/01/2018",164,7,-15.9,30,3,2000,-29.5,0,0,0.9,"Winter","No Holiday","Yes",1
"1676",1676,"24/01/2018",192,9,-15.8,27,3.4,2000,-30.5,0.2,0,0.9,"Winter","No Holiday","Yes",1
"1677",1677,"24/01/2018",203,17,-11.8,26,3.5,2000,-27.4,0.39,0,0.7,"Winter","No Holiday","Yes",1
"1678",1678,"24/01/2018",211,19,-13.8,32,2.2,2000,-26.9,0,0,0.7,"Winter","No Holiday","Yes",1
"1679",1679,"24/01/2018",297,18,-13,29,3.4,2000,-27.3,0.05,0,0.7,"Winter","No Holiday","Yes",1
"1680",1680,"24/01/2018",364,8,-16.2,30,1.6,2000,-29.8,0,0,0.9,"Winter","No Holiday","Yes",1
"1681",1681,"24/02/2018",58,5,1.8,84,2.7,214,-0.6,0,0,0,"Winter","No Holiday","Yes",0
"1682",1682,"24/02/2018",63,4,2.7,82,2.8,222,0,0,0,0,"Winter","No Holiday","Yes",0
"1683",1683,"24/02/2018",72,6,1.2,83,2.5,245,-1.3,0,0,0,"Winter","No Holiday","Yes",0
"1684",1684,"24/02/2018",108,7,0.6,86,1.6,211,-1.4,0,0,0,"Winter","No Holiday","Yes",1
"1685",1685,"24/02/2018",133,3,3.5,82,2.9,217,0.7,0,0,0,"Winter","No Holiday","Yes",1
"1686",1686,"24/02/2018",187,23,-0.6,39,1.3,1731,-12.8,0,0,0,"Winter","No Holiday","Yes",1
"1687",1687,"24/02/2018",197,2,3.7,82,1.6,229,0.9,0,0,0,"Winter","No Holiday","Yes",1
"1688",1688,"24/02/2018",203,8,0,77,2.8,289,-3.5,0.06,0,0,"Winter","No Holiday","Yes",1
"1689",1689,"24/02/2018",219,22,0.1,32,0.9,1937,-14.6,0,0,0,"Winter","No Holiday","Yes",1
"1690",1690,"24/02/2018",226,0,4.6,82,3,240,1.7,0,0,0,"Winter","No Holiday","Yes",1
"1691",1691,"24/02/2018",232,21,0.7,31,1.3,1923,-14.5,0,0,0,"Winter","No Holiday","Yes",1
"1692",1692,"24/02/2018",233,20,1.1,32,1.4,1785,-13.8,0,0,0,"Winter","No Holiday","Yes",1
"1693",1693,"24/02/2018",253,9,0.6,64,3.8,430,-5.4,0.65,0,0,"Winter","No Holiday","Yes",1
"1694",1694,"24/02/2018",259,10,0.8,60,2.9,497,-6,0.71,0,0,"Winter","No Holiday","Yes",1
"1695",1695,"24/02/2018",263,1,4,83,1.7,235,1.3,0,0,0,"Winter","No Holiday","Yes",1
"1696",1696,"24/02/2018",298,11,2.2,50,2.4,608,-7.1,1.1,0,0,"Winter","No Holiday","Yes",1
"1697",1697,"24/02/2018",306,19,2.1,27,2.8,1883,-15,0.01,0,0,"Winter","No Holiday","Yes",1
"1698",1698,"24/02/2018",363,12,4,37,1.4,763,-9.4,1.75,0,0,"Winter","No Holiday","Yes",1
"1699",1699,"24/02/2018",379,18,3.5,30,2.9,1726,-12.4,0.31,0,0,"Winter","No Holiday","Yes",1
"1700",1700,"24/02/2018",412,13,5.3,29,2.1,1007,-11.3,2.08,0,0,"Winter","No Holiday","Yes",1
"1701",1701,"24/02/2018",454,14,6.9,19,1.9,1843,-15.1,2.36,0,0,"Winter","No Holiday","Yes",1
"1702",1702,"24/02/2018",462,17,4.9,28,3.1,1477,-12.1,0.77,0,0,"Winter","No Holiday","Yes",1
"1703",1703,"24/02/2018",467,15,6.7,24,2.7,1536,-12.4,1.95,0,0,"Winter","No Holiday","Yes",1
"1704",1704,"24/02/2018",509,16,5.9,21,3,1864,-14.8,1.34,0,0,"Winter","No Holiday","Yes",1
"1705",1705,"24/12/2017",3,7,4.7,89,1.1,100,3,0,0,0,"Winter","Holiday","Yes",0
"1706",1706,"24/12/2017",3,9,4.6,94,0.9,90,3.7,0,6.4,0,"Winter","Holiday","Yes",0
"1707",1707,"24/12/2017",4,8,4.6,91,1.7,95,3.2,0,0,0,"Winter","Holiday","Yes",0
"1708",1708,"24/12/2017",4,10,4.8,96,0.6,87,4.2,0.04,0,0,"Winter","Holiday","Yes",0
"1709",1709,"24/12/2017",4,12,4.1,91,0.8,404,2.7,0.07,9.5,0,"Winter","Holiday","Yes",0
"1710",1710,"24/12/2017",7,13,3.7,90,0.7,744,2.2,0.15,0,0,"Winter","Holiday","Yes",0
"1711",1711,"24/12/2017",9,11,4.6,95,0.8,156,3.8,0.05,0,0,"Winter","Holiday","Yes",0
"1712",1712,"24/12/2017",12,6,4.9,84,1.3,159,2.4,0,0.1,0,"Winter","Holiday","Yes",0
"1713",1713,"24/12/2017",28,14,3.3,90,2.5,561,1.8,0.19,0,0,"Winter","Holiday","Yes",0
"1714",1714,"24/12/2017",38,15,2.9,90,2,380,1.4,0.08,3.5,0,"Winter","Holiday","Yes",0
"1715",1715,"24/12/2017",44,5,5.1,82,0.6,185,2.2,0,0,0,"Winter","Holiday","Yes",0
"1716",1716,"24/12/2017",54,16,2.3,91,3.3,270,0.9,0.07,0,0,"Winter","Holiday","Yes",0
"1717",1717,"24/12/2017",79,4,5.2,82,0.7,189,2.3,0,0,0,"Winter","Holiday","Yes",0
"1718",1718,"24/12/2017",104,17,2.2,86,2.6,605,0,0.04,0,0,"Winter","Holiday","Yes",1
"1719",1719,"24/12/2017",110,22,0.2,69,2.7,565,-4.8,0,0,0,"Winter","Holiday","Yes",1
"1720",1720,"24/12/2017",116,20,0.6,67,3.3,506,-4.8,0,0,0,"Winter","Holiday","Yes",1
"1721",1721,"24/12/2017",128,18,1.9,82,4.3,699,-0.8,0.01,0.5,0,"Winter","Holiday","Yes",1
"1722",1722,"24/12/2017",128,23,0,63,3.2,884,-6.2,0,0,0,"Winter","Holiday","Yes",1
"1723",1723,"24/12/2017",132,19,1.1,68,4.4,695,-4.1,0,0,0,"Winter","Holiday","Yes",1
"1724",1724,"24/12/2017",145,21,0.4,69,3.5,477,-4.6,0,0,0,"Winter","Holiday","Yes",1
"1725",1725,"24/12/2017",149,3,5.2,82,0.8,190,2.3,0,0,0,"Winter","Holiday","Yes",1
"1726",1726,"24/12/2017",196,2,5.4,80,0.9,190,2.2,0,0,0,"Winter","Holiday","Yes",1
"1727",1727,"24/12/2017",251,1,5.6,78,0.5,197,2,0,0,0,"Winter","Holiday","Yes",1
"1728",1728,"24/12/2017",266,0,5.6,78,0.6,196,2,0,0,0,"Winter","Holiday","Yes",1
"1729",1729,"25/01/2018",22,4,-15.9,37,2.4,1985,-27.2,0,0,0.7,"Winter","No Holiday","Yes",0
"1730",1730,"25/01/2018",32,3,-16,40,1.9,2000,-26.5,0,0,0.7,"Winter","No Holiday","Yes",0
"1731",1731,"25/01/2018",34,5,-15.8,37,2.7,2000,-27.1,0,0,0.7,"Winter","No Holiday","Yes",0
"1732",1732,"25/01/2018",60,2,-16,42,1.3,2000,-25.9,0,0,0.7,"Winter","No Holiday","Yes",0
"1733",1733,"25/01/2018",68,1,-16.1,42,2.2,2000,-26,0,0,0.7,"Winter","No Holiday","Yes",0
"1734",1734,"25/01/2018",71,6,-16.1,33,3,2000,-28.7,0,0,0.7,"Winter","No Holiday","Yes",0
"1735",1735,"25/01/2018",78,0,-15.9,43,3.8,2000,-25.6,0,0,0.7,"Winter","No Holiday","Yes",0
"1736",1736,"25/01/2018",79,23,-14.9,35,2.8,2000,-26.9,0,0,0.5,"Winter","No Holiday","Yes",0
"1737",1737,"25/01/2018",105,10,-15.3,33,2.4,2000,-27.9,0.56,0,0.6,"Winter","No Holiday","Yes",1
"1738",1738,"25/01/2018",113,22,-14.6,35,2.5,2000,-26.7,0,0,0.5,"Winter","No Holiday","Yes",1
"1739",1739,"25/01/2018",122,11,-13.8,25,3.5,1996,-29.6,0.91,0,0.6,"Winter","No Holiday","Yes",1
"1740",1740,"25/01/2018",130,13,-11.4,27,3.9,2000,-26.7,1.26,0,0.6,"Winter","No Holiday","Yes",1
"1741",1741,"25/01/2018",130,15,-9.7,28,3.7,2000,-24.8,1,0,0.5,"Winter","No Holiday","Yes",1
"1742",1742,"25/01/2018",137,21,-14.1,35,2.2,2000,-26.2,0,0,0.5,"Winter","No Holiday","Yes",1
"1743",1743,"25/01/2018",141,20,-13.5,33,2.4,2000,-26.3,0,0,0.5,"Winter","No Holiday","Yes",1
"1744",1744,"25/01/2018",142,12,-12.8,25,3.2,1981,-28.7,1.16,0,0.6,"Winter","No Holiday","Yes",1
"1745",1745,"25/01/2018",152,16,-9.6,31,2.6,1973,-23.6,0.66,0,0.5,"Winter","No Holiday","Yes",1
"1746",1746,"25/01/2018",160,14,-10.4,25,2.3,1981,-26.7,1.21,0,0.5,"Winter","No Holiday","Yes",1
"1747",1747,"25/01/2018",165,7,-16.2,33,2.2,2000,-28.7,0,0,0.7,"Winter","No Holiday","Yes",1
"1748",1748,"25/01/2018",170,17,-10.9,32,4,2000,-24.4,0.28,0,0.5,"Winter","No Holiday","Yes",1
"1749",1749,"25/01/2018",178,19,-12.7,33,3.7,2000,-25.6,0,0,0.5,"Winter","No Holiday","Yes",1
"1750",1750,"25/01/2018",187,9,-16.2,33,2.9,2000,-28.7,0.19,0,0.6,"Winter","No Holiday","Yes",1
"1751",1751,"25/01/2018",288,18,-11.8,33,4,2000,-24.8,0.04,0,0.5,"Winter","No Holiday","Yes",1
"1752",1752,"25/01/2018",349,8,-16.4,32,3.3,2000,-29.2,0.01,0,0.6,"Winter","No Holiday","Yes",1
"1753",1753,"25/02/2018",37,5,-0.7,41,0.9,1442,-12.3,0,0,0,"Winter","No Holiday","Yes",0
"1754",1754,"25/02/2018",52,4,-1.1,43,0.7,1558,-12.1,0,0,0,"Winter","No Holiday","Yes",0
"1755",1755,"25/02/2018",54,6,-0.8,44,0.6,1541,-11.5,0,0,0,"Winter","No Holiday","Yes",0
"1756",1756,"25/02/2018",77,7,-1,47,0.9,1552,-10.9,0,0,0,"Winter","No Holiday","Yes",0
"1757",1757,"25/02/2018",103,3,-1.3,42,0.8,1648,-12.5,0,0,0,"Winter","No Holiday","Yes",1
"1758",1758,"25/02/2018",124,2,-1.5,46,1.1,1744,-11.6,0,0,0,"Winter","No Holiday","Yes",1
"1759",1759,"25/02/2018",158,8,-1.3,54,0.6,1597,-9.4,0.06,0,0,"Winter","No Holiday","Yes",1
"1760",1760,"25/02/2018",173,9,-0.3,48,1.1,1394,-10,0.43,0,0,"Winter","No Holiday","Yes",1
"1761",1761,"25/02/2018",173,23,-0.3,58,1,1945,-7.5,0,0,0,"Winter","No Holiday","Yes",1
"1762",1762,"25/02/2018",182,0,-1.1,44,1.2,1741,-11.8,0,0,0,"Winter","No Holiday","Yes",1
"1763",1763,"25/02/2018",189,1,-1.4,43,0.6,1791,-12.3,0,0,0,"Winter","No Holiday","Yes",1
"1764",1764,"25/02/2018",195,10,2.1,42,1.1,1564,-9.5,1.12,0,0,"Winter","No Holiday","Yes",1
"1765",1765,"25/02/2018",230,22,0,54,2.5,1929,-8.2,0,0,0,"Winter","No Holiday","Yes",1
"1766",1766,"25/02/2018",232,20,1.3,49,2.8,1683,-8.2,0,0,0,"Winter","No Holiday","Yes",1
"1767",1767,"25/02/2018",239,21,0.2,55,2.5,1942,-7.7,0,0,0,"Winter","No Holiday","Yes",1
"1768",1768,"25/02/2018",244,11,4.3,29,2.6,1293,-12.2,1.87,0,0,"Winter","No Holiday","Yes",1
"1769",1769,"25/02/2018",297,19,3.1,40,2.6,1804,-9.2,0.01,0,0,"Winter","No Holiday","Yes",1
"1770",1770,"25/02/2018",396,12,5.5,25,3.1,1652,-13,2.28,0,0,"Winter","No Holiday","Yes",1
"1771",1771,"25/02/2018",402,18,5.2,30,2.8,1877,-11,0.36,0,0,"Winter","No Holiday","Yes",1
"1772",1772,"25/02/2018",482,13,6.1,22,2.4,1710,-14,2.5,0,0,"Winter","No Holiday","Yes",1
"1773",1773,"25/02/2018",572,14,7,23,2.4,1645,-12.7,2.52,0,0,"Winter","No Holiday","Yes",1
"1774",1774,"25/02/2018",589,17,6.9,25,2.9,1795,-11.8,1.07,0,0,"Winter","No Holiday","Yes",1
"1775",1775,"25/02/2018",612,15,7.5,21,2.7,1900,-13.4,2.22,0,0,"Winter","No Holiday","Yes",1
"1776",1776,"25/02/2018",688,16,7.6,18,3.2,1930,-15.2,1.73,0,0,"Winter","No Holiday","Yes",1
"1777",1777,"25/12/2017",32,5,-3.7,51,2.6,2000,-12.3,0,0,0,"Winter","Holiday","Yes",0
"1778",1778,"25/12/2017",59,6,-4.1,50,3,2000,-13,0,0,0,"Winter","Holiday","Yes",0
"1779",1779,"25/12/2017",61,7,-4.6,46,2.8,2000,-14.4,0,0,0,"Winter","Holiday","Yes",0
"1780",1780,"25/12/2017",72,4,-3,51,3.2,2000,-11.7,0,0,0,"Winter","Holiday","Yes",0
"1781",1781,"25/12/2017",94,8,-4.9,44,3,2000,-15.3,0,0,0,"Winter","Holiday","Yes",0
"1782",1782,"25/12/2017",100,3,-2.3,52,3.4,1947,-10.8,0,0,0,"Winter","Holiday","Yes",0
"1783",1783,"25/12/2017",107,9,-4.6,40,3.5,2000,-16.1,0.18,0,0,"Winter","Holiday","Yes",1
"1784",1784,"25/12/2017",115,2,-1.8,53,4.1,1825,-10.1,0,0,0,"Winter","Holiday","Yes",1
"1785",1785,"25/12/2017",132,1,-1.2,57,4.3,1429,-8.6,0,0,0,"Winter","Holiday","Yes",1
"1786",1786,"25/12/2017",133,10,-3.7,35,3.7,1937,-16.9,0.57,0,0,"Winter","Holiday","Yes",1
"1787",1787,"25/12/2017",160,0,-0.6,64,2.4,1010,-6.5,0,0,0,"Winter","Holiday","Yes",1
"1788",1788,"25/12/2017",169,23,-1,55,1.9,2000,-8.9,0,0,0,"Winter","Holiday","Yes",1
"1789",1789,"25/12/2017",176,22,-1.3,53,1.7,2000,-9.6,0,0,0,"Winter","Holiday","Yes",1
"1790",1790,"25/12/2017",179,11,-2.8,35,2.9,1984,-16.1,0.87,0,0,"Winter","Holiday","Yes",1
"1791",1791,"25/12/2017",181,20,-2.1,49,1.7,2000,-11.4,0,0,0,"Winter","Holiday","Yes",1
"1792",1792,"25/12/2017",184,19,-1.8,41,2.1,2000,-13.3,0,0,0,"Winter","Holiday","Yes",1
"1793",1793,"25/12/2017",185,21,-1.7,51,1.7,2000,-10.5,0,0,0,"Winter","Holiday","Yes",1
"1794",1794,"25/12/2017",221,12,-1.6,33,2.5,1874,-15.8,1.18,0,0,"Winter","Holiday","Yes",1
"1795",1795,"25/12/2017",237,18,-1.6,33,2,2000,-15.8,0,0,0,"Winter","Holiday","Yes",1
"1796",1796,"25/12/2017",244,13,-1.5,33,3.8,2000,-15.7,1.18,0,0,"Winter","Holiday","Yes",1
"1797",1797,"25/12/2017",260,17,-0.7,29,2,2000,-16.5,0.21,0,0,"Winter","Holiday","Yes",1
"1798",1798,"25/12/2017",272,16,0.4,27,2,2000,-16.4,0.58,0,0,"Winter","Holiday","Yes",1
"1799",1799,"25/12/2017",274,14,-0.4,31,2,2000,-15.5,1.1,0,0,"Winter","Holiday","Yes",1
"1800",1800,"25/12/2017",319,15,0.4,28,2.5,2000,-16,0.9,0,0,"Winter","Holiday","Yes",1
"1801",1801,"26/01/2018",24,4,-16.4,36,1.5,2000,-28,0,0,0.5,"Winter","No Holiday","Yes",0
"1802",1802,"26/01/2018",36,5,-16.9,38,2.3,2000,-27.9,0,0,0.5,"Winter","No Holiday","Yes",0
"1803",1803,"26/01/2018",41,3,-15.9,34,2.9,2000,-28.2,0,0,0.5,"Winter","No Holiday","Yes",0
"1804",1804,"26/01/2018",54,2,-15.6,33,2.2,2000,-28.2,0,0,0.5,"Winter","No Holiday","Yes",0
"1805",1805,"26/01/2018",64,6,-17.4,40,1.6,2000,-27.7,0,0,0.5,"Winter","No Holiday","Yes",0
"1806",1806,"26/01/2018",68,0,-15.1,34,1.7,2000,-27.4,0,0,0.5,"Winter","No Holiday","Yes",0
"1807",1807,"26/01/2018",89,23,-14.4,38,2.7,1738,-25.6,0,0,0.3,"Winter","No Holiday","Yes",0
"1808",1808,"26/01/2018",93,1,-15.3,34,1.7,2000,-27.6,0,0,0.5,"Winter","No Holiday","Yes",0
"1809",1809,"26/01/2018",93,11,-15.6,31,3.3,1808,-28.9,0.93,0,0.5,"Winter","No Holiday","Yes",0
"1810",1810,"26/01/2018",96,10,-16.5,33,3.4,1703,-29,0.62,0,0.5,"Winter","No Holiday","Yes",0
"1811",1811,"26/01/2018",108,22,-14.6,40,1.8,1746,-25.2,0,0,0.3,"Winter","No Holiday","Yes",1
"1812",1812,"26/01/2018",111,12,-14.4,30,2.7,1906,-28.2,1.17,0,0.5,"Winter","No Holiday","Yes",1
"1813",1813,"26/01/2018",115,13,-13.3,28,2.7,1889,-27.9,1.26,0,0.5,"Winter","No Holiday","Yes",1
"1814",1814,"26/01/2018",116,14,-12.1,27,2.5,1879,-27.3,1.25,0,0.4,"Winter","No Holiday","Yes",1
"1815",1815,"26/01/2018",121,20,-13.7,35,1.7,1878,-25.9,0,0,0.3,"Winter","No Holiday","Yes",1
"1816",1816,"26/01/2018",130,21,-14.1,36,1.8,1869,-25.9,0,0,0.3,"Winter","No Holiday","Yes",1
"1817",1817,"26/01/2018",140,15,-11.4,27,3.3,1805,-26.7,0,0,0.4,"Winter","No Holiday","Yes",1
"1818",1818,"26/01/2018",142,7,-17.5,38,3.4,2000,-28.4,0,0,0.5,"Winter","No Holiday","Yes",1
"1819",1819,"26/01/2018",147,16,-10.8,28,2.7,1778,-25.8,0.77,0,0.4,"Winter","No Holiday","Yes",1
"1820",1820,"26/01/2018",149,9,-17.5,37,3.8,1941,-28.7,0.21,0,0.5,"Winter","No Holiday","Yes",1
"1821",1821,"26/01/2018",171,19,-13.2,33,2.4,1863,-26.1,0,0,0.3,"Winter","No Holiday","Yes",1
"1822",1822,"26/01/2018",196,17,-11.5,31,3.3,1745,-25.2,0.41,0,0.3,"Winter","No Holiday","Yes",1
"1823",1823,"26/01/2018",305,18,-12.7,33,2.5,1835,-25.6,0.05,0,0.3,"Winter","No Holiday","Yes",1
"1824",1824,"26/01/2018",322,8,-17.8,40,2.5,2000,-28.1,0,0,0.5,"Winter","No Holiday","Yes",1
"1825",1825,"26/02/2018",46,3,-1.9,67,1,1575,-7.2,0,0,0,"Winter","No Holiday","Yes",0
"1826",1826,"26/02/2018",46,4,-2.3,69,1.1,1411,-7.2,0,0,0,"Winter","No Holiday","Yes",0
"1827",1827,"26/02/2018",65,5,-2.5,73,0.8,1134,-6.6,0,0,0,"Winter","No Holiday","Yes",0
"1828",1828,"26/02/2018",80,2,-1.7,66,0.8,1631,-7.2,0,0,0,"Winter","No Holiday","Yes",0
"1829",1829,"26/02/2018",122,1,-1.2,63,0.9,1846,-7.3,0,0,0,"Winter","No Holiday","Yes",1
"1830",1830,"26/02/2018",135,0,-0.9,60,0.7,1844,-7.7,0,0,0,"Winter","No Holiday","Yes",1
"1831",1831,"26/02/2018",161,6,-2.7,72,0.5,1253,-7,0,0,0,"Winter","No Holiday","Yes",1
"1832",1832,"26/02/2018",289,10,1.9,46,1.1,1233,-8.5,1.39,0,0,"Winter","No Holiday","Yes",1
"1833",1833,"26/02/2018",308,23,2.8,39,0.7,1065,-9.8,0,0,0,"Winter","No Holiday","Yes",1
"1834",1834,"26/02/2018",356,11,4.6,37,1.6,1309,-8.8,1.95,0,0,"Winter","No Holiday","Yes",1
"1835",1835,"26/02/2018",402,7,-3.1,68,0.8,1417,-8.1,0,0,0,"Winter","No Holiday","Yes",1
"1836",1836,"26/02/2018",416,9,-1.1,53,0.9,1308,-9.4,0.72,0,0,"Winter","No Holiday","Yes",1
"1837",1837,"26/02/2018",428,12,6.9,28,1.1,1301,-10.3,2.35,0,0,"Winter","No Holiday","Yes",1
"1838",1838,"26/02/2018",443,22,2.7,40,1,1089,-9.5,0,0,0,"Winter","No Holiday","Yes",1
"1839",1839,"26/02/2018",444,13,8.1,26,1.2,1422,-10.2,2.48,0,0,"Winter","No Holiday","Yes",1
"1840",1840,"26/02/2018",455,14,9.9,25,1.5,1401,-9.2,2.43,0,0,"Winter","No Holiday","Yes",1
"1841",1841,"26/02/2018",483,20,4.3,32,1.7,1101,-10.9,0,0,0,"Winter","No Holiday","Yes",1
"1842",1842,"26/02/2018",512,21,3.3,36,1.4,1110,-10.3,0,0,0,"Winter","No Holiday","Yes",1
"1843",1843,"26/02/2018",521,15,10.3,23,2.1,1317,-9.9,2.09,0,0,"Winter","No Holiday","Yes",1
"1844",1844,"26/02/2018",555,16,9.5,31,3.1,973,-6.8,1.54,0,0,"Winter","No Holiday","Yes",1
"1845",1845,"26/02/2018",619,19,5.5,30,2.7,1150,-10.7,0.01,0,0,"Winter","No Holiday","Yes",1
"1846",1846,"26/02/2018",646,17,8.7,30,3.1,1117,-7.9,0.96,0,0,"Winter","No Holiday","Yes",1
"1847",1847,"26/02/2018",786,8,-2.9,63,0.7,1386,-8.9,0.11,0,0,"Winter","No Holiday","Yes",1
"1848",1848,"26/02/2018",929,18,7.2,26,2.3,1398,-11,0.33,0,0,"Winter","No Holiday","Yes",1
"1849",1849,"26/12/2017",49,4,-2.6,72,1.4,1929,-6.9,0,0,0,"Winter","No Holiday","Yes",0
"1850",1850,"26/12/2017",65,5,-2.9,77,0.8,1833,-6.3,0,0,0,"Winter","No Holiday","Yes",0
"1851",1851,"26/12/2017",72,3,-2.6,70,1,1992,-7.3,0,0,0,"Winter","No Holiday","Yes",0
